candidate_id,gender,ethnicity,age,education_level,years_experience,skills_score,interview_score,university_rank,employment_gap,hired
2421,Male,Caucasian,23,Bachelors,2.1,60.8,60.4,2,1,0
2422,Male,Caucasian,39,Bachelors,17.9,95.6,81.3,1,0,1
2423,Female,Caucasian,34,Bachelors,11.2,74.9,71.9,3,0,0
2424,Male,Caucasian,26,Bachelors,7.5,78.8,76.2,1,0,0
2425,Female,Asian,36,Masters,13.9,69.9,55.5,2,1,0
2426,Female,Caucasian,46,Masters,25.3,43.9,50.3,2,0,0
2427,Male,Other,30,Bachelors,4.3,63.6,55.3,3,0,0
2428,Female,Caucasian,35,Masters,13.5,47.3,67.4,2,0,0
2429,Male,Caucasian,28,Bachelors,4.5,76.1,47.7,3,0,0
2430,Female,African_American,32,Masters,8.7,66.9,67.7,3,0,0
2431,Female,Hispanic,21,Masters,5.6,64.5,46.3,3,0,0
2432,Female,Asian,31,Masters,10.6,78.0,77.1,3,0,0
2433,Male,Asian,31,Masters,12.8,50.5,52.0,2,0,0
2434,Male,Caucasian,43,Bachelors,24.0,64.1,42.5,2,0,0
2435,Female,Caucasian,21,Bachelors,2.3,72.6,80.2,2,1,0
2436,Female,Caucasian,29,Bachelors,7.5,70.6,37.6,3,0,0
2437,Male,Caucasian,39,Bachelors,21.7,57.4,60.2,3,0,0
2438,Male,Caucasian,29,Masters,9.9,90.1,86.8,1,0,1
2439,Male,Caucasian,30,Bachelors,9.1,94.6,97.6,3,0,1
2440,Female,African_American,26,Bachelors,5.6,68.2,47.2,2,0,0
2441,Female,Hispanic,25,Bachelors,3.7,43.1,46.5,3,0,0
2442,Male,Hispanic,21,Masters,0.1,72.1,81.7,3,0,0
2443,Male,Asian,27,Bachelors,5.9,74.4,83.7,1,0,0
2444,Male,Caucasian,25,Bachelors,4.9,71.0,83.4,1,0,0
2445,Male,Caucasian,32,Masters,15.0,92.0,100.0,2,0,1
2446,Male,Asian,26,Bachelors,2.2,68.5,60.6,2,0,1
2447,Male,Asian,28,Masters,9.6,97.4,87.0,2,1,0
2448,Male,Caucasian,28,Bachelors,6.2,84.7,71.4,2,0,1
2449,Male,Caucasian,31,Bachelors,12.9,78.1,48.3,1,0,0
2450,Male,Caucasian,28,PhD,6.2,86.5,75.5,1,0,1
2451,Male,Caucasian,24,Bachelors,3.9,94.4,57.0,3,0,0
2452,Female,Caucasian,32,Bachelors,10.6,78.9,66.1,3,1,0
2453,Male,Caucasian,38,Bachelors,13.0,73.5,51.8,2,0,0
2454,Female,Asian,32,PhD,15.0,54.1,64.0,2,1,1
2455,Male,African_American,27,Masters,3.8,55.4,50.1,3,0,0
2456,Male,Caucasian,30,Bachelors,9.2,42.8,31.1,1,1,0
2457,Male,Asian,21,Bachelors,0.0,72.3,79.2,1,0,0
2458,Male,Hispanic,30,Bachelors,5.9,65.0,57.5,2,0,0
2459,Male,Caucasian,28,Masters,6.5,70.2,62.4,2,0,1
2460,Male,Asian,25,Bachelors,2.6,83.4,63.1,1,0,1
2461,Female,Caucasian,26,Bachelors,2.3,65.7,78.9,2,0,0
2462,Female,Caucasian,28,Bachelors,6.9,91.8,82.7,2,0,0
2463,Male,Caucasian,37,PhD,12.6,67.0,58.5,2,0,1
2464,Male,Hispanic,38,Bachelors,17.3,57.4,37.6,1,0,0
2465,Male,African_American,25,Bachelors,3.7,53.7,88.7,2,0,0
2466,Female,Caucasian,28,PhD,1.3,76.6,94.9,2,0,1
2467,Female,Caucasian,28,Bachelors,5.8,82.2,91.5,2,1,0
2468,Male,Caucasian,36,Bachelors,16.1,66.8,57.3,1,0,0
2469,Male,Hispanic,32,Bachelors,8.6,56.2,53.9,3,1,0
2470,Male,Caucasian,32,Bachelors,12.2,94.4,85.7,2,0,1
2471,Male,Caucasian,34,Bachelors,14.0,55.6,48.9,1,0,0
2472,Female,Hispanic,27,Bachelors,3.7,75.8,58.8,2,1,0
2473,Female,Caucasian,40,Bachelors,19.0,59.8,79.4,1,0,0
2474,Male,Caucasian,31,Bachelors,11.9,79.7,72.2,2,0,1
2475,Male,Caucasian,25,Masters,2.0,88.5,64.2,2,0,1
2476,Male,Caucasian,30,Bachelors,8.5,80.7,84.8,1,0,1
2477,Male,Caucasian,39,Masters,20.6,70.7,61.0,3,0,0
2478,Male,Caucasian,28,Bachelors,5.0,92.6,56.2,1,0,1
2479,Male,Caucasian,37,Bachelors,17.1,78.3,58.4,1,0,1
2480,Female,Hispanic,27,Bachelors,3.5,100.0,77.8,2,0,0
2481,Male,Caucasian,26,Bachelors,4.6,52.3,60.4,1,0,0
2482,Male,African_American,35,Masters,15.0,47.6,57.2,3,0,0
2483,Male,Caucasian,25,Bachelors,0.0,87.4,91.8,2,0,0
2484,Male,Asian,36,Masters,13.8,69.6,64.4,3,0,0
2485,Female,Caucasian,33,PhD,13.0,77.5,66.0,2,0,0
2486,Male,Hispanic,25,Bachelors,4.5,55.7,74.6,2,0,0
2487,Female,Caucasian,31,PhD,8.8,67.9,78.1,2,0,0
2488,Female,Caucasian,27,Bachelors,3.5,73.1,66.6,2,1,0
2489,Male,Caucasian,33,Bachelors,13.4,67.4,69.6,1,0,1
2490,Male,Caucasian,43,Bachelors,21.3,77.5,65.9,1,0,0
2491,Female,African_American,29,Masters,9.3,45.0,39.8,3,1,0
2492,Male,Other,34,Masters,13.9,75.1,96.7,2,1,0
2493,Male,Asian,31,PhD,9.0,88.8,71.3,1,0,0
2494,Female,Caucasian,31,Masters,12.5,51.1,60.6,3,1,0
2495,Female,Hispanic,30,Bachelors,7.6,45.8,36.0,2,0,1
2496,Male,Asian,25,Masters,6.7,85.5,84.9,3,0,1
2497,Male,Caucasian,33,PhD,15.0,57.4,46.1,3,0,1
2498,Male,Caucasian,29,Masters,10.4,85.4,96.1,1,0,0
2499,Female,Asian,25,Bachelors,3.6,63.4,85.4,3,0,0
2500,Male,Caucasian,38,Masters,22.9,69.1,73.8,1,0,0
2501,Male,Caucasian,32,Bachelors,11.3,93.6,81.9,1,0,1
2502,Female,Asian,30,PhD,9.6,74.8,67.9,3,0,0
2503,Female,Caucasian,40,PhD,18.9,70.8,67.4,3,1,0
2504,Female,Caucasian,21,Masters,0.0,39.2,55.5,1,0,0
2505,Male,Caucasian,39,Bachelors,21.0,83.8,76.2,1,0,1
2506,Male,Asian,25,Bachelors,2.7,56.1,71.6,2,0,0
2507,Female,African_American,32,PhD,13.1,59.8,50.9,2,1,0
2508,Female,Hispanic,27,Masters,8.7,62.8,81.9,2,0,0
2509,Male,Asian,25,Masters,5.4,94.7,76.0,1,0,0
2510,Male,Caucasian,40,PhD,17.4,71.2,59.2,3,0,1
2511,Male,Asian,43,Bachelors,21.2,51.5,61.7,3,0,0
2512,Male,Caucasian,30,Masters,2.8,93.6,85.6,3,0,0
2513,Male,Caucasian,33,Bachelors,11.7,83.9,54.3,1,0,0
2514,Male,Asian,31,Bachelors,11.8,79.9,67.2,1,0,1
2515,Male,Asian,42,Bachelors,20.5,89.3,52.1,2,0,0
2516,Female,Caucasian,21,Bachelors,0.0,89.6,70.2,2,1,0
2517,Male,Hispanic,33,Bachelors,11.3,58.4,53.5,2,0,0
2518,Male,Asian,26,Masters,7.8,51.9,61.1,1,0,1
2519,Male,Caucasian,21,Bachelors,0.0,85.5,66.6,3,0,0
2520,Male,Caucasian,29,Masters,12.3,71.1,61.5,2,0,0
2521,Male,Caucasian,43,Bachelors,20.7,72.3,84.4,1,0,0
2522,Male,Caucasian,27,Masters,6.5,59.9,86.7,2,0,0
2523,Male,Caucasian,36,Bachelors,14.0,82.1,63.1,1,0,0
2524,Male,Caucasian,39,Masters,22.8,79.7,85.1,1,1,0
2525,Female,Caucasian,31,Bachelors,10.4,65.2,69.5,3,0,0
2526,Male,Caucasian,32,Bachelors,15.9,56.5,39.2,2,0,0
2527,Female,Hispanic,21,Bachelors,0.0,78.4,62.6,1,0,0
2528,Female,Asian,26,Bachelors,8.5,66.0,29.0,2,0,0
2529,Female,Caucasian,37,Bachelors,16.3,81.7,77.8,2,0,0
2530,Male,Caucasian,31,Bachelors,11.9,47.2,42.0,3,0,0
2531,Male,Caucasian,33,Bachelors,9.2,75.2,72.0,2,0,1
2532,Male,Caucasian,32,Masters,11.8,65.2,95.7,2,0,0
2533,Female,Caucasian,45,Bachelors,21.5,67.7,85.4,3,0,0
2534,Male,Caucasian,28,Bachelors,7.6,86.8,67.5,1,0,0
2535,Female,Caucasian,41,Bachelors,16.5,72.0,56.5,3,0,0
2536,Male,African_American,32,Bachelors,10.8,70.2,83.1,2,1,1
2537,Female,Caucasian,42,Bachelors,23.5,67.4,54.0,3,0,0
2538,Male,Hispanic,23,Masters,3.3,49.7,68.2,3,0,0
2539,Male,Caucasian,32,Bachelors,8.2,62.7,96.3,2,0,1
2540,Male,Caucasian,28,Bachelors,2.6,89.1,86.1,1,0,0
2541,Male,African_American,32,Bachelors,12.1,63.4,78.1,1,0,0
2542,Male,Caucasian,39,Bachelors,21.6,89.3,90.9,1,0,1
2543,Male,Asian,33,Masters,9.8,80.7,66.7,1,0,1
2544,Male,African_American,39,Bachelors,22.8,81.4,77.3,2,0,0
2545,Male,Caucasian,27,Masters,6.0,78.8,60.9,2,1,1
2546,Male,Caucasian,26,Bachelors,0.5,68.8,82.3,1,0,1
2547,Female,Caucasian,31,Masters,6.4,65.2,51.8,3,0,0
2548,Male,Caucasian,31,Bachelors,11.8,82.8,83.0,1,0,1
2549,Male,Caucasian,30,PhD,9.3,46.9,68.4,1,0,1
2550,Male,Caucasian,25,Bachelors,7.4,90.7,73.0,1,0,0
2551,Male,Hispanic,39,Bachelors,15.2,63.5,55.3,3,0,0
2552,Male,Asian,29,Masters,8.3,68.9,64.9,2,0,0
2553,Male,Caucasian,40,Masters,19.0,73.5,58.7,1,0,0
2554,Female,Caucasian,31,Bachelors,9.7,66.7,67.6,1,0,0
2555,Male,Asian,35,Bachelors,13.1,52.9,47.1,2,0,0
2556,Female,African_American,35,Bachelors,13.2,64.7,54.5,3,1,0
2557,Male,Caucasian,26,Masters,5.4,82.2,80.8,2,0,0
2558,Male,Caucasian,33,Bachelors,12.7,47.9,62.8,1,0,1
2559,Male,Hispanic,44,Bachelors,23.6,53.1,54.7,2,0,0
2560,Male,Hispanic,33,Bachelors,14.8,81.6,54.1,1,0,0
2561,Male,African_American,37,PhD,13.2,79.2,86.6,2,0,1
2562,Female,Caucasian,36,Bachelors,10.8,71.1,62.7,2,1,0
2563,Female,Caucasian,33,Bachelors,14.3,58.3,85.8,3,0,0
2564,Male,Caucasian,32,PhD,8.8,83.8,73.5,1,0,1
2565,Male,Caucasian,35,Bachelors,13.1,58.9,63.0,1,0,1
2566,Male,Hispanic,36,Masters,13.6,68.2,61.3,2,0,0
2567,Male,Caucasian,22,Masters,0.0,57.5,63.5,2,0,0
2568,Male,Asian,33,Bachelors,8.6,67.9,100.0,2,1,1
2569,Male,Hispanic,30,Masters,7.7,56.6,55.9,3,0,1
2570,Female,African_American,28,PhD,8.5,72.5,84.2,3,0,0
2571,Male,Asian,39,Bachelors,18.0,75.6,71.7,3,0,1
2572,Male,African_American,26,Bachelors,6.2,62.6,77.5,2,0,0
2573,Female,Caucasian,22,Masters,0.0,81.4,50.6,3,0,0
2574,Female,Caucasian,36,Bachelors,17.1,54.8,82.5,3,1,0
2575,Male,Caucasian,22,Bachelors,0.0,74.0,73.8,2,1,1
2576,Male,Other,21,Bachelors,0.0,62.0,59.9,2,1,0
2577,Female,Hispanic,37,Masters,16.7,72.4,79.7,1,0,0
2578,Female,Caucasian,32,Masters,12.8,75.6,72.3,2,1,0
2579,Male,Caucasian,34,PhD,11.7,91.4,65.5,2,0,1
2580,Female,Caucasian,28,Bachelors,9.8,68.3,37.5,3,0,1
2581,Male,Caucasian,22,PhD,0.0,36.0,70.7,1,0,1
2582,Female,Hispanic,23,Bachelors,3.5,57.1,57.7,3,1,0
2583,Male,Caucasian,29,Masters,12.0,94.8,73.8,1,1,1
2584,Male,Hispanic,23,Masters,2.1,65.8,58.8,3,0,0
2585,Male,Caucasian,33,Bachelors,11.5,49.6,73.9,2,0,1
2586,Male,Caucasian,28,Bachelors,6.8,80.3,67.3,2,0,0
2587,Male,Caucasian,32,Bachelors,14.7,81.3,81.4,2,0,1
2588,Male,Other,32,Bachelors,11.9,60.5,58.3,3,0,0
2589,Male,Asian,34,Masters,17.9,66.8,50.7,1,0,0
2590,Male,Caucasian,34,Bachelors,13.6,63.5,74.7,1,0,0
2591,Female,Caucasian,29,Masters,6.5,74.0,82.9,3,0,0
2592,Female,Hispanic,32,Bachelors,9.7,63.4,55.7,2,0,0
2593,Male,Hispanic,33,Bachelors,12.1,54.8,58.7,2,0,1
2594,Male,Hispanic,21,Masters,0.0,69.9,68.6,2,0,0
2595,Male,Asian,35,Bachelors,12.9,60.5,67.6,3,0,1
2596,Female,Hispanic,32,PhD,10.0,81.7,97.6,3,0,1
2597,Male,Caucasian,35,PhD,14.6,86.1,72.5,1,0,1
2598,Male,Asian,23,Bachelors,6.5,68.4,62.7,2,0,0
2599,Female,Caucasian,29,Bachelors,8.1,68.3,64.5,2,1,0
2600,Female,Caucasian,24,Bachelors,0.0,80.4,61.9,3,0,0
2601,Male,Other,36,Masters,12.9,67.7,45.6,1,0,0
2602,Male,Other,22,Bachelors,1.6,79.9,74.6,2,0,0
2603,Male,Caucasian,25,PhD,4.2,93.7,86.9,2,0,1
2604,Female,Caucasian,34,PhD,16.7,60.8,62.5,1,0,0
2605,Male,Hispanic,27,Bachelors,8.2,91.4,78.5,3,0,0
2606,Male,Other,25,Masters,6.1,87.6,66.4,1,1,1
2607,Male,Asian,37,Bachelors,15.5,73.2,72.3,3,0,0
2608,Male,Caucasian,37,Bachelors,18.5,68.7,68.8,3,0,0
2609,Male,Caucasian,36,Bachelors,12.9,77.6,77.4,2,0,1
2610,Male,Hispanic,37,Masters,18.2,66.8,69.6,3,0,0
2611,Female,Asian,29,Bachelors,7.4,52.4,62.5,3,0,0
2612,Female,Asian,30,Masters,5.7,69.6,83.1,3,0,0
2613,Male,Asian,27,Bachelors,7.4,56.7,67.1,2,1,0
2614,Female,Caucasian,32,Masters,14.2,62.8,69.3,2,0,0
2615,Male,Caucasian,28,PhD,6.1,70.3,46.8,2,1,0
2616,Male,Hispanic,28,Masters,10.6,52.3,70.4,3,0,0
2617,Male,Caucasian,35,Bachelors,10.2,83.1,71.1,2,0,1
2618,Female,Asian,39,Bachelors,15.2,59.7,62.8,3,1,0
2619,Female,Asian,34,Bachelors,12.7,79.6,57.5,2,0,0
2620,Female,Hispanic,43,Bachelors,21.1,59.5,86.8,3,1,0
2621,Female,Caucasian,26,PhD,3.5,61.9,33.4,3,0,0
2622,Female,Asian,21,Bachelors,0.3,50.9,74.9,1,0,0
2623,Male,Caucasian,36,Bachelors,13.8,75.0,75.4,1,0,1
2624,Female,Caucasian,26,Masters,4.2,67.8,43.4,3,1,0
2625,Male,Caucasian,29,Bachelors,8.6,84.1,99.7,1,0,1
2626,Male,Caucasian,21,Masters,0.0,75.4,76.6,2,0,0
2627,Male,African_American,25,Bachelors,3.8,97.2,54.2,2,0,0
2628,Male,Hispanic,21,Bachelors,0.0,75.9,65.7,2,0,0
2629,Male,Caucasian,28,Masters,4.2,61.7,69.3,1,0,1
2630,Male,Hispanic,28,Bachelors,8.8,56.1,80.4,1,0,0
2631,Male,Caucasian,32,PhD,14.9,81.5,68.9,2,0,1
2632,Male,Asian,39,Bachelors,20.4,56.8,28.5,2,0,0
2633,Female,Hispanic,35,Bachelors,14.8,70.4,85.2,3,0,0
2634,Male,Caucasian,21,Bachelors,0.0,86.1,82.3,3,0,1
2635,Male,Caucasian,35,Bachelors,13.3,86.5,49.8,2,0,1
2636,Male,Caucasian,32,Bachelors,13.4,63.2,67.9,1,0,1
2637,Male,Caucasian,30,Bachelors,3.8,86.5,82.0,2,0,0
2638,Male,African_American,31,Bachelors,9.2,74.2,65.9,1,0,0
2639,Female,Caucasian,32,PhD,12.7,59.3,51.7,3,0,0
2640,Male,Caucasian,27,Bachelors,3.4,72.4,61.5,2,0,0
2641,Female,Caucasian,30,Masters,10.0,73.3,65.4,3,0,0
2642,Female,African_American,39,Bachelors,18.9,54.0,63.0,3,1,0
2643,Male,Caucasian,26,Masters,1.7,78.4,81.6,1,0,1
2644,Female,Asian,24,Bachelors,3.2,81.5,48.1,2,0,0
2645,Male,Asian,31,Bachelors,8.6,82.5,77.4,2,0,1
2646,Female,Caucasian,24,Bachelors,4.0,68.3,72.4,3,0,0
2647,Female,Caucasian,21,Bachelors,1.5,70.2,69.6,2,0,0
2648,Female,Caucasian,29,Bachelors,8.9,60.2,57.3,3,1,0
2649,Male,Caucasian,40,Bachelors,19.2,67.9,83.4,1,0,0
2650,Female,Asian,31,Masters,10.7,42.7,68.6,3,1,0
2651,Female,Hispanic,32,Bachelors,8.3,66.0,60.9,3,1,0
2652,Male,Caucasian,21,PhD,0.0,83.4,73.9,2,0,0
2653,Female,Caucasian,34,Bachelors,11.2,66.3,74.7,2,0,0
2654,Female,Caucasian,32,Bachelors,13.4,55.8,75.1,3,0,0
2655,Male,Caucasian,27,Bachelors,7.6,75.4,60.7,2,0,0
2656,Female,Asian,32,Bachelors,12.6,80.1,60.5,2,1,0
2657,Male,Hispanic,32,Masters,14.9,81.7,77.2,2,0,0
2658,Male,Asian,24,Bachelors,2.2,69.6,53.8,2,0,0
2659,Male,Caucasian,33,Masters,10.7,100.0,60.7,3,0,0
2660,Male,Caucasian,39,Bachelors,17.2,100.0,74.2,2,0,0
2661,Female,Caucasian,30,Bachelors,5.3,61.0,67.6,2,0,0
2662,Male,Other,25,Bachelors,0.5,66.8,84.4,2,0,0
2663,Male,Asian,30,Masters,10.4,79.0,63.9,3,0,1
2664,Male,African_American,37,Bachelors,12.8,58.1,59.5,3,1,0
2665,Male,Caucasian,23,PhD,0.0,85.5,77.9,2,0,1
2666,Female,Caucasian,35,Bachelors,13.8,68.5,58.9,3,0,0
2667,Female,Asian,27,Bachelors,5.1,67.5,57.4,2,1,0
2668,Male,Caucasian,33,Masters,14.0,67.0,69.9,1,0,0
2669,Male,Asian,27,Bachelors,6.1,59.8,47.5,3,0,1
2670,Male,Caucasian,27,Masters,4.2,48.7,46.6,2,1,0
2671,Male,Other,41,Bachelors,22.2,89.3,75.7,1,0,1
2672,Male,Caucasian,22,Masters,2.7,86.7,80.6,2,0,0
2673,Male,African_American,34,Bachelors,9.8,78.8,54.2,2,0,0
2674,Male,Caucasian,42,PhD,21.6,79.0,70.9,1,0,1
2675,Male,Caucasian,35,Bachelors,12.4,44.5,38.0,3,0,1
2676,Male,Caucasian,22,Masters,0.0,64.7,56.4,1,0,1
2677,Male,Caucasian,23,Bachelors,6.3,71.2,77.6,1,0,1
2678,Female,African_American,26,Masters,5.3,48.6,54.8,3,0,0
2679,Female,African_American,32,Masters,10.5,40.7,71.4,2,1,0
2680,Male,African_American,32,Masters,11.2,57.3,59.6,2,0,0
2681,Female,Other,23,Bachelors,4.0,63.3,75.4,3,0,0
2682,Female,Asian,25,Bachelors,2.4,63.3,73.4,2,0,1
2683,Male,Caucasian,26,Masters,3.8,86.3,76.3,1,0,0
2684,Male,Hispanic,30,Bachelors,10.5,96.8,66.5,2,0,0
2685,Male,Caucasian,44,Masters,19.5,83.4,73.6,3,1,0
2686,Female,Hispanic,25,Bachelors,6.3,60.4,55.8,3,0,0
2687,Male,Caucasian,25,Bachelors,0.3,97.9,76.0,1,0,0
2688,Female,Asian,24,Bachelors,2.4,42.1,54.0,3,0,1
2689,Male,Caucasian,35,Masters,10.3,47.5,37.7,2,0,0
2690,Male,Caucasian,31,Bachelors,7.6,63.0,53.2,1,0,1
2691,Female,Caucasian,25,Bachelors,7.0,77.8,59.6,2,0,0
2692,Male,Caucasian,29,Masters,10.4,76.7,68.1,2,0,0
2693,Female,Caucasian,26,Bachelors,7.6,52.5,48.7,2,0,0
2694,Female,Caucasian,33,Masters,8.7,57.7,52.3,3,0,0
2695,Female,Caucasian,48,Bachelors,24.6,51.1,58.7,1,1,0
2696,Male,Caucasian,35,Bachelors,14.8,58.4,55.8,1,0,0
2697,Female,Caucasian,30,Bachelors,10.6,87.4,77.1,3,0,0
2698,Male,Hispanic,27,Bachelors,4.2,68.1,53.1,3,0,0
2699,Male,Caucasian,22,Masters,0.0,97.5,72.7,1,0,0
2700,Female,Caucasian,36,Bachelors,12.4,55.6,84.1,3,0,0
2701,Female,Caucasian,35,Bachelors,17.8,73.6,61.1,3,0,0
2702,Male,Caucasian,28,Bachelors,5.9,77.5,46.3,1,0,0
2703,Male,Caucasian,39,Masters,18.1,85.9,80.4,2,0,0
2704,Female,Asian,31,Masters,10.2,66.0,56.8,3,0,0
2705,Female,Caucasian,36,Bachelors,17.5,80.0,75.9,2,0,1
2706,Male,Caucasian,33,Bachelors,9.8,81.7,72.9,3,0,0
2707,Female,Caucasian,30,Bachelors,11.7,53.0,64.7,3,0,0
2708,Male,Caucasian,25,Masters,1.1,84.0,74.0,2,0,0
2709,Male,Caucasian,30,Bachelors,11.7,73.2,66.5,1,0,1
2710,Male,Asian,36,Bachelors,11.1,59.9,75.7,3,0,0
2711,Female,Caucasian,28,Masters,6.8,76.2,44.3,2,1,0
2712,Male,Asian,34,Bachelors,16.7,82.0,58.2,1,0,1
2713,Male,Caucasian,24,Masters,4.6,68.2,56.6,2,0,0
2714,Male,Caucasian,36,Bachelors,16.0,69.9,47.1,2,0,0
2715,Female,Caucasian,33,PhD,9.6,49.2,50.3,1,0,0
2716,Male,Caucasian,23,Bachelors,0.3,51.0,50.1,1,0,0
2717,Male,Caucasian,30,Bachelors,12.1,71.3,79.9,3,0,1
2718,Female,Hispanic,37,Bachelors,17.1,73.0,68.1,3,0,0
2719,Male,Asian,23,Bachelors,4.0,62.5,60.8,2,0,1
2720,Male,Caucasian,24,Masters,3.2,93.1,75.6,1,0,1
2721,Male,Caucasian,31,Bachelors,9.4,71.8,55.9,1,0,1
2722,Female,Hispanic,45,Bachelors,25.8,60.1,72.7,3,1,0
2723,Male,Caucasian,27,Masters,6.6,70.7,82.4,1,0,0
2724,Male,Caucasian,34,Bachelors,12.6,87.3,62.5,2,0,1
2725,Male,Hispanic,33,Masters,8.7,57.5,80.1,1,0,0
2726,Female,Caucasian,27,Masters,8.2,65.5,57.0,3,1,1
2727,Female,Caucasian,32,Bachelors,12.0,60.1,53.0,3,0,0
2728,Male,Caucasian,28,Masters,5.6,67.2,71.6,2,0,0
2729,Male,Asian,29,Masters,10.7,70.5,74.5,2,0,0
2730,Female,Caucasian,21,Masters,0.6,65.7,64.3,2,1,0
2731,Male,Asian,31,Bachelors,10.6,83.7,70.9,2,0,0
2732,Male,Caucasian,37,Bachelors,18.0,74.4,84.0,1,0,1
2733,Male,Caucasian,31,PhD,11.5,81.7,66.5,2,0,1
2734,Male,Caucasian,38,Bachelors,17.7,76.7,70.4,3,0,1
2735,Male,Hispanic,35,Bachelors,13.6,88.2,97.8,3,0,1
2736,Male,Caucasian,31,Bachelors,14.6,70.6,51.8,1,0,0
2737,Male,Asian,27,Masters,4.3,66.1,59.9,2,0,1
2738,Male,Caucasian,28,Masters,8.7,84.2,87.6,1,0,1
2739,Female,Caucasian,21,PhD,0.0,63.1,70.0,2,0,0
2740,Male,Caucasian,29,PhD,9.0,81.0,84.3,1,0,1
2741,Male,Caucasian,32,Bachelors,13.8,100.0,68.1,2,0,1
2742,Female,Caucasian,42,Masters,20.3,54.5,62.8,3,0,0
2743,Male,Hispanic,34,Bachelors,14.4,89.9,75.0,2,0,0
2744,Female,African_American,25,Bachelors,4.6,56.3,87.2,3,0,0
2745,Male,Hispanic,22,Bachelors,0.0,87.4,86.8,3,0,0
2746,Female,Caucasian,30,PhD,11.9,76.1,70.6,2,0,0
2747,Male,Caucasian,36,Bachelors,16.6,82.3,77.7,2,0,0
2748,Male,Asian,30,Bachelors,8.0,68.0,67.1,2,0,0
2749,Male,Caucasian,35,Bachelors,16.5,71.2,76.5,1,0,0
2750,Male,Hispanic,30,Bachelors,7.1,60.6,52.1,1,0,0
2751,Male,Hispanic,36,Bachelors,14.9,70.1,83.9,3,0,0
2752,Female,Caucasian,21,Bachelors,0.0,64.8,48.7,2,0,0
2753,Female,Hispanic,41,Bachelors,21.7,65.2,67.3,3,0,0
2754,Male,Hispanic,24,Bachelors,1.9,51.7,47.5,3,0,0
2755,Female,Caucasian,36,Masters,16.7,67.5,66.6,3,0,0
2756,Female,Hispanic,29,Masters,9.4,79.1,84.4,2,0,0
2757,Female,Caucasian,30,Masters,8.1,79.5,52.2,3,0,0
2758,Female,Caucasian,29,Bachelors,12.2,67.5,64.1,2,0,0
2759,Female,Caucasian,33,Bachelors,10.3,100.0,66.7,3,1,0
2760,Male,Caucasian,34,Bachelors,9.8,67.0,62.5,1,0,0
2761,Male,Caucasian,38,PhD,19.0,73.4,52.1,1,0,0
2762,Female,African_American,40,Bachelors,14.1,43.8,55.0,3,0,0
2763,Male,Caucasian,33,Bachelors,15.4,69.3,62.0,1,0,0
2764,Male,Caucasian,42,PhD,21.2,97.7,91.7,1,0,1
2765,Male,Asian,32,PhD,7.7,65.2,79.6,1,0,0
2766,Female,Caucasian,38,Bachelors,14.8,47.3,55.1,2,0,0
2767,Male,Asian,34,Masters,9.2,81.3,84.4,3,0,1
2768,Female,Caucasian,27,Bachelors,6.9,72.3,85.4,1,1,1
2769,Female,African_American,32,Bachelors,7.9,73.5,58.4,1,0,0
2770,Female,Asian,34,Bachelors,14.2,58.8,78.6,3,1,0
2771,Male,Caucasian,31,PhD,9.3,61.4,62.3,1,0,1
2772,Female,Caucasian,34,Bachelors,11.9,64.8,52.9,1,0,0
2773,Female,Caucasian,37,Masters,17.2,74.4,73.5,1,0,1
2774,Male,African_American,31,Bachelors,11.4,69.1,66.1,3,0,0
2775,Female,Asian,21,Masters,2.6,67.7,49.4,3,0,0
2776,Male,Caucasian,42,Masters,19.5,67.5,52.9,2,0,0
2777,Male,Caucasian,29,Masters,7.9,80.0,92.6,2,0,1
2778,Male,Hispanic,26,PhD,3.5,70.0,70.8,2,0,0
2779,Male,Caucasian,24,Masters,3.4,65.3,82.7,2,0,1
2780,Male,Asian,29,Masters,6.2,71.8,63.5,3,0,0
2781,Male,Asian,27,Bachelors,5.0,65.0,55.1,2,0,0
2782,Male,Caucasian,26,PhD,4.0,82.5,54.2,3,0,1
2783,Male,Caucasian,27,Bachelors,6.7,85.9,87.9,1,0,1
2784,Male,Caucasian,34,Bachelors,13.0,81.0,78.5,2,0,1
2785,Male,Caucasian,44,Bachelors,24.2,53.2,53.4,2,0,1
2786,Female,African_American,36,Bachelors,14.8,50.2,47.1,2,1,0
2787,Female,Asian,38,Bachelors,15.7,54.4,72.4,2,1,0
2788,Male,Hispanic,29,Bachelors,8.4,59.6,59.7,1,0,0
2789,Female,Caucasian,32,Bachelors,8.9,60.1,60.1,2,0,0
2790,Male,Caucasian,34,PhD,14.3,86.5,69.4,3,0,1
2791,Female,Asian,27,PhD,5.3,71.8,63.6,1,0,0
2792,Male,Caucasian,28,Bachelors,7.5,69.0,73.6,2,1,0
2793,Female,Caucasian,37,PhD,16.5,74.9,53.2,1,0,0
2794,Female,Caucasian,38,Bachelors,20.7,71.5,69.3,2,1,0
2795,Female,Asian,31,Bachelors,10.9,62.3,74.7,2,1,0
2796,Male,Asian,23,PhD,2.2,84.9,74.7,1,0,0
2797,Male,Caucasian,29,Masters,6.4,65.9,77.9,2,0,1
2798,Male,Hispanic,22,Masters,2.8,70.7,84.0,1,0,0
2799,Female,Caucasian,31,Bachelors,9.4,53.5,69.3,2,0,0
2800,Female,Caucasian,33,Bachelors,8.5,54.2,52.4,2,1,0
